INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (19, 2, '2025-06-02 10:59:00', '2025-06-09 23:59:59.000000', '2025-06-09 10:00:00.000000', '2025-06-02 10:59:00', '1', '2025-06-09 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (6, 64, '2025-12-01 08:18:00', '2025-12-08 23:59:59.000000', '2025-12-08 08:00:00.000000', '2025-12-01 08:18:00', '2', '2025-12-08 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (6, 49, '2025-12-02 08:14:00', '2025-12-09 23:59:59.000000', '2025-12-09 14:00:00.000000', '2025-12-02 08:14:00', '1', '2025-12-09 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (28, 35, '2025-12-01 15:31:00', '2025-12-08 23:59:59.000000', '2025-12-08 10:00:00.000000', '2025-12-01 15:31:00', '1', '2025-12-08 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (28, 47, '2025-12-02 15:52:00', '2025-12-09 23:59:59.000000', '2025-12-09 15:00:00.000000', '2025-12-02 15:52:00', '2', '2025-12-09 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (7, 38, '2025-12-01 13:06:00', '2025-12-08 23:59:59.000000', '2025-12-08 10:00:00.000000', '2025-12-01 13:06:00', '2', '2025-12-08 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (7, 53, '2025-12-03 12:30:00', '2025-12-10 23:59:59.000000', '2025-12-10 09:00:00.000000', '2025-12-03 12:30:00', '1', '2025-12-10 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (14, 45, '2025-12-02 09:36:00', '2025-12-09 23:59:59.000000', '2025-12-09 08:00:00.000000', '2025-12-02 09:36:00', '1', '2025-12-09 08:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (5, 44, '2025-12-02 17:45:00', '2025-12-09 23:59:59.000000', '2025-12-09 09:00:00.000000', '2025-12-02 17:45:00', '2', '2025-12-09 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (5, 62, '2025-12-02 13:22:00', '2025-12-09 23:59:59.000000', '2025-12-09 11:00:00.000000', '2025-12-02 13:22:00', '1', '2025-12-09 11:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (2, 56, '2025-12-02 10:51:00', '2025-12-09 23:59:59.000000', '2025-12-09 14:00:00.000000', '2025-12-02 10:51:00', '2', '2025-12-09 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (1, 71, '2025-12-02 15:31:00', '2025-12-09 23:59:59.000000', '2025-12-09 13:00:00.000000', '2025-12-02 15:31:00', '1', '2025-12-09 13:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (1, 76, '2025-12-02 11:53:00', '2025-12-09 23:59:59.000000', '2025-12-09 09:00:00.000000', '2025-12-02 11:53:00', '2', '2025-12-09 09:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (1, 52, '2025-12-02 12:43:00', '2025-12-09 23:59:59.000000', '2025-12-09 10:00:00.000000', '2025-12-02 12:43:00', '2', '2025-12-09 10:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (15, 83, '2025-12-02 12:28:00', '2025-12-09 23:59:59.000000', '2025-12-09 14:00:00.000000', '2025-12-02 12:28:00', '1', '2025-12-09 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (15, 66, '2025-12-04 14:31:00', '2025-12-11 23:59:59.000000', '2025-12-11 09:00:00.000000', '2025-12-04 14:31:00', '2', '2025-12-11 09:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (15, 58, '2025-12-04 11:19:00', '2025-12-11 23:59:59.000000', '2025-12-11 13:00:00.000000', '2025-12-04 11:19:00', '1', '2025-12-11 13:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (20, 61, '2025-12-02 09:47:00', '2025-12-09 23:59:59.000000', '2025-12-09 08:00:00.000000', '2025-12-02 09:47:00', '2', '2025-12-09 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (20, 68, '2025-12-02 11:05:00', '2025-12-09 23:59:59.000000', '2025-12-09 15:00:00.000000', '2025-12-02 11:05:00', '2', '2025-12-09 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (27, 57, '2025-12-02 16:50:00', '2025-12-09 23:59:59.000000', '2025-12-09 08:00:00.000000', '2025-12-02 16:50:00', '1', '2025-12-09 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (27, 80, '2025-12-04 12:37:00', '2025-12-11 23:59:59.000000', '2025-12-11 15:00:00.000000', '2025-12-04 12:37:00', '1', '2025-12-11 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (27, 3, '2025-12-04 08:06:00', '2025-12-11 23:59:59.000000', '2025-12-11 14:00:00.000000', '2025-12-04 08:06:00', '2', '2025-12-11 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (18, 2, '2025-12-02 15:02:00', '2025-12-09 23:59:59.000000', '2025-12-09 09:00:00.000000', '2025-12-02 15:02:00', '2', '2025-12-09 09:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (19, 40, '2025-12-03 15:59:00', '2025-12-10 23:59:59.000000', '2025-12-10 08:00:00.000000', '2025-12-03 15:59:00', '1', '2025-12-10 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (4, 42, '2025-12-04 08:31:00', '2025-12-11 23:59:59.000000', '2025-12-11 13:00:00.000000', '2025-12-04 08:31:00', '1', '2025-12-11 13:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (20, 70, '2026-01-01 10:53:00', '2026-01-08 23:59:59.000000', '2026-01-08 12:00:00.000000', '2026-01-01 10:53:00', '2', '2026-01-08 12:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (20, 63, '2026-01-02 17:14:00', '2026-01-09 23:59:59.000000', '2026-01-09 08:00:00.000000', '2026-01-02 17:14:00', '2', '2026-01-09 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (20, 43, '2026-01-03 08:36:00', '2026-01-10 23:59:59.000000', '2026-01-10 09:00:00.000000', '2026-01-03 08:36:00', '2', '2026-01-10 09:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (3, 52, '2026-01-01 08:25:00', '2026-01-08 23:59:59.000000', '2026-01-08 13:00:00.000000', '2026-01-01 08:25:00', '2', '2026-01-08 13:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (3, 75, '2026-01-01 15:10:00', '2026-01-08 23:59:59.000000', '2026-01-08 08:00:00.000000', '2026-01-01 15:10:00', '2', '2026-01-08 08:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (3, 38, '2026-01-02 17:44:00', '2026-01-09 23:59:59.000000', '2026-01-09 10:00:00.000000', '2026-01-02 17:44:00', '2', '2026-01-09 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (10, 51, '2026-01-01 15:15:00', '2026-01-08 23:59:59.000000', '2026-01-08 09:00:00.000000', '2026-01-01 15:15:00', '1', '2026-01-08 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (26, 46, '2026-01-01 08:42:00', '2026-01-08 23:59:59.000000', '2026-01-08 13:00:00.000000', '2026-01-01 08:42:00', '1', '2026-01-08 13:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (26, 34, '2026-01-01 17:02:00', '2026-01-08 23:59:59.000000', '2026-01-08 10:00:00.000000', '2026-01-01 17:02:00', '2', '2026-01-08 10:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (8, 81, '2026-01-01 09:02:00', '2026-01-08 23:59:59.000000', '2026-01-08 09:00:00.000000', '2026-01-01 09:02:00', '2', '2026-01-08 09:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (8, 77, '2026-01-01 15:36:00', '2026-01-08 23:59:59.000000', '2026-01-08 14:00:00.000000', '2026-01-01 15:36:00', '1', '2026-01-08 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (9, 66, '2026-01-01 17:10:00', '2026-01-08 23:59:59.000000', '2026-01-08 12:00:00.000000', '2026-01-01 17:10:00', '2', '2026-01-08 12:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (9, 48, '2026-01-01 08:22:00', '2026-01-08 23:59:59.000000', '2026-01-08 14:00:00.000000', '2026-01-01 08:22:00', '2', '2026-01-08 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (9, 3, '2026-01-01 10:55:00', '2026-01-08 23:59:59.000000', '2026-01-08 14:00:00.000000', '2026-01-01 10:55:00', '1', '2026-01-08 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (14, 76, '2026-01-01 16:19:00', '2026-01-08 23:59:59.000000', '2026-01-08 09:00:00.000000', '2026-01-01 16:19:00', '2', '2026-01-08 09:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (15, 54, '2026-01-01 10:12:00', '2026-01-08 23:59:59.000000', '2026-01-08 15:00:00.000000', '2026-01-01 10:12:00', '1', '2026-01-08 15:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (1, 71, '2026-01-01 10:57:00', '2026-01-08 23:59:59.000000', '2026-01-08 15:00:00.000000', '2026-01-01 10:57:00', '1', '2026-01-08 15:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (28, 56, '2026-01-01 11:12:00', '2026-01-08 23:59:59.000000', '2026-01-08 13:00:00.000000', '2026-01-01 11:12:00', '1', '2026-01-08 13:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (28, 2, '2026-01-03 11:39:00', '2026-01-10 23:59:59.000000', '2026-01-10 15:00:00.000000', '2026-01-03 11:39:00', '1', '2026-01-10 15:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (6, 41, '2026-01-02 09:54:00', '2026-01-09 23:59:59.000000', '2026-01-09 14:00:00.000000', '2026-01-02 09:54:00', '2', '2026-01-09 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (18, 44, '2026-01-02 14:01:00', '2026-01-09 23:59:59.000000', '2026-01-09 13:00:00.000000', '2026-01-02 14:01:00', '2', '2026-01-09 13:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (28, 53, '2026-02-02 14:16:00', '2026-02-09 23:59:59.000000', '2026-02-09 08:00:00.000000', '2026-02-02 14:16:00', '1', '2026-02-09 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (28, 44, '2026-02-05 11:41:00', '2026-02-12 23:59:59.000000', '2026-02-12 13:00:00.000000', '2026-02-05 11:41:00', '1', '2026-02-12 13:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (18, 46, '2026-02-02 16:27:00', '2026-02-09 23:59:59.000000', '2026-02-09 14:00:00.000000', '2026-02-02 16:27:00', '1', '2026-02-09 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (18, 51, '2026-02-03 12:29:00', '2026-02-10 23:59:59.000000', '2026-02-10 15:00:00.000000', '2026-02-03 12:29:00', '2', '2026-02-10 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (20, 74, '2026-02-02 12:57:00', '2026-02-09 23:59:59.000000', '2026-02-09 15:00:00.000000', '2026-02-02 12:57:00', '2', '2026-02-09 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (20, 83, '2026-02-05 10:02:00', '2026-02-12 23:59:59.000000', '2026-02-12 11:00:00.000000', '2026-02-05 10:02:00', '1', '2026-02-12 11:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (5, 69, '2026-02-02 08:44:00', '2026-02-09 23:59:59.000000', '2026-02-09 14:00:00.000000', '2026-02-02 08:44:00', '2', '2026-02-09 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (5, 55, '2026-02-04 09:19:00', '2026-02-11 23:59:59.000000', '2026-02-11 13:00:00.000000', '2026-02-04 09:19:00', '1', '2026-02-11 13:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (14, 66, '2026-02-02 13:51:00', '2026-02-09 23:59:59.000000', '2026-02-09 14:00:00.000000', '2026-02-02 13:51:00', '1', '2026-02-09 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (14, 47, '2026-02-02 09:30:00', '2026-02-09 23:59:59.000000', '2026-02-09 14:00:00.000000', '2026-02-02 09:30:00', '2', '2026-02-09 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (15, 78, '2026-02-02 09:19:00', '2026-02-09 23:59:59.000000', '2026-02-09 10:00:00.000000', '2026-02-02 09:19:00', '2', '2026-02-09 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (7, 68, '2026-02-02 17:20:00', '2026-02-09 23:59:59.000000', '2026-02-09 14:00:00.000000', '2026-02-02 17:20:00', '2', '2026-02-09 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (27, 73, '2026-02-03 11:38:00', '2026-02-10 23:59:59.000000', '2026-02-10 12:00:00.000000', '2026-02-03 11:38:00', '1', '2026-02-10 12:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (8, 67, '2026-02-03 09:52:00', '2026-02-10 23:59:59.000000', '2026-02-10 13:00:00.000000', '2026-02-03 09:52:00', '2', '2026-02-10 13:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (9, 82, '2026-02-03 15:03:00', '2026-02-10 23:59:59.000000', '2026-02-10 13:00:00.000000', '2026-02-03 15:03:00', '1', '2026-02-10 13:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (9, 36, '2026-02-05 13:47:00', '2026-02-12 23:59:59.000000', '2026-02-12 09:00:00.000000', '2026-02-05 13:47:00', '2', '2026-02-12 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (4, 49, '2026-02-03 16:13:00', '2026-02-10 23:59:59.000000', '2026-02-10 08:00:00.000000', '2026-02-03 16:13:00', '1', '2026-02-10 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (4, 52, '2026-02-06 16:01:00', '2026-02-13 23:59:59.000000', '2026-02-13 14:00:00.000000', '2026-02-06 16:01:00', '2', '2026-02-13 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (16, 61, '2026-02-05 13:24:00', '2026-02-12 23:59:59.000000', '2026-02-12 08:00:00.000000', '2026-02-05 13:24:00', '2', '2026-02-12 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (16, 34, '2026-02-05 11:16:00', '2026-02-12 23:59:59.000000', '2026-02-12 15:00:00.000000', '2026-02-05 11:16:00', '2', '2026-02-12 15:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (3, 62, '2026-02-05 11:15:00', '2026-02-12 23:59:59.000000', '2026-02-12 08:00:00.000000', '2026-02-05 11:15:00', '1', '2026-02-12 08:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (3, 45, '2026-02-06 11:29:00', '2026-02-13 23:59:59.000000', '2026-02-13 11:00:00.000000', '2026-02-06 11:29:00', '2', '2026-02-13 11:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (1, 3, '2026-02-06 13:56:00', '2026-02-13 23:59:59.000000', '2026-02-13 15:00:00.000000', '2026-02-06 13:56:00', '2', '2026-02-13 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (14, 61, '2026-03-02 12:47:00', '2026-03-09 23:59:59.000000', '2026-03-09 09:00:00.000000', '2026-03-02 12:47:00', '1', '2026-03-09 09:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (14, 40, '2026-03-02 09:17:00', '2026-03-09 23:59:59.000000', '2026-03-09 14:00:00.000000', '2026-03-02 09:17:00', '1', '2026-03-09 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (14, 51, '2026-03-02 12:45:00', '2026-03-09 23:59:59.000000', '2026-03-09 10:00:00.000000', '2026-03-02 12:45:00', '1', '2026-03-09 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (20, 1, '2026-03-02 08:28:00', '2026-03-09 23:59:59.000000', '2026-03-09 15:00:00.000000', '2026-03-02 08:28:00', '1', '2026-03-09 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (20, 57, '2026-03-02 14:14:00', '2026-03-09 23:59:59.000000', '2026-03-09 13:00:00.000000', '2026-03-02 14:14:00', '2', '2026-03-09 13:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (20, 37, '2026-03-04 08:31:00', '2026-03-11 23:59:59.000000', '2026-03-11 12:00:00.000000', '2026-03-04 08:31:00', '1', '2026-03-11 12:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (16, 69, '2026-03-02 10:01:00', '2026-03-09 23:59:59.000000', '2026-03-09 08:00:00.000000', '2026-03-02 10:01:00', '2', '2026-03-09 08:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (16, 77, '2026-03-02 14:07:00', '2026-03-09 23:59:59.000000', '2026-03-09 13:00:00.000000', '2026-03-02 14:07:00', '1', '2026-03-09 13:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (1, 78, '2026-03-02 15:48:00', '2026-03-09 23:59:59.000000', '2026-03-09 12:00:00.000000', '2026-03-02 15:48:00', '1', '2026-03-09 12:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (1, 76, '2026-03-06 16:21:00', '2026-03-13 23:59:59.000000', '2026-03-13 13:00:00.000000', '2026-03-06 16:21:00', '1', '2026-03-13 13:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (26, 62, '2026-03-02 15:37:00', '2026-03-09 23:59:59.000000', '2026-03-09 14:00:00.000000', '2026-03-02 15:37:00', '2', '2026-03-09 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (26, 64, '2026-03-03 13:53:00', '2026-03-10 23:59:59.000000', '2026-03-10 15:00:00.000000', '2026-03-03 13:53:00', '2', '2026-03-10 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (10, 53, '2026-03-02 09:16:00', '2026-03-09 23:59:59.000000', '2026-03-09 13:00:00.000000', '2026-03-02 09:16:00', '2', '2026-03-09 13:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (10, 42, '2026-03-03 10:49:00', '2026-03-10 23:59:59.000000', '2026-03-10 12:00:00.000000', '2026-03-03 10:49:00', '2', '2026-03-10 12:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (28, 71, '2026-03-02 12:52:00', '2026-03-09 23:59:59.000000', '2026-03-09 08:00:00.000000', '2026-03-02 12:52:00', '2', '2026-03-09 08:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (28, 50, '2026-03-07 13:30:00', '2026-03-14 23:59:59.000000', '2026-03-14 14:00:00.000000', '2026-03-07 13:30:00', '2', '2026-03-14 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (15, 39, '2026-03-02 11:39:00', '2026-03-09 23:59:59.000000', '2026-03-09 09:00:00.000000', '2026-03-02 11:39:00', '2', '2026-03-09 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (8, 59, '2026-03-02 14:42:00', '2026-03-09 23:59:59.000000', '2026-03-09 09:00:00.000000', '2026-03-02 14:42:00', '1', '2026-03-09 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (8, 43, '2026-03-03 17:05:00', '2026-03-10 23:59:59.000000', '2026-03-10 09:00:00.000000', '2026-03-03 17:05:00', '1', '2026-03-10 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (8, 49, '2026-03-03 08:58:00', '2026-03-10 23:59:59.000000', '2026-03-10 11:00:00.000000', '2026-03-03 08:58:00', '1', '2026-03-10 11:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (4, 67, '2026-03-02 10:48:00', '2026-03-09 23:59:59.000000', '2026-03-09 10:00:00.000000', '2026-03-02 10:48:00', '2', '2026-03-09 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (4, 41, '2026-03-07 11:09:00', '2026-03-14 23:59:59.000000', '2026-03-14 14:00:00.000000', '2026-03-07 11:09:00', '1', '2026-03-14 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (29, 58, '2026-03-02 13:13:00', '2026-03-09 23:59:59.000000', '2026-03-09 14:00:00.000000', '2026-03-02 13:13:00', '1', '2026-03-09 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (29, 56, '2026-03-07 12:44:00', '2026-03-14 23:59:59.000000', '2026-03-14 13:00:00.000000', '2026-03-07 12:44:00', '1', '2026-03-14 13:00:00.000000', '1');
